play_ms,cmd_steps,enc_steps,err_steps
28,4040.8,3207,-833.8
73,2509.8,3201,691.2
131,2886.3,3713,826.7
173,3413.3,3006,-407.3
224,2560.0,3923,1363.0
279,4040.8,3511,-529.8
324,2509.8,3104,594.2
374,3513.7,4035,521.3
430,3890.2,2798,-1092.2
484,2359.2,3838,1478.8
534,3840.0,3792,-48.0
591,3589.0,3154,-435.0
639,2886.3,4435,1548.7
689,3890.2,3522,-368.2
742,2635.3,3596,960.7
791,3312.9,4271,958.1
839,2986.7,2749,-237.7
892,2459.6,3735,1275.4
944,4015.7,3316,-699.7
994,2635.3,2837,201.7
1045,3312.9,3916,603.1
1095,3589.0,2826,-763.0
1147,2459.6,3333,873.4
1201,3689.4,3459,-230.4
1255,3187.5,2493,-694.5
1312,2384.3,3513,1128.7
1355,3990.6,2711,-1279.6
1406,2409.4,2679,269.6
1454,3689.4,3537,-152.4
1506,3187.5,2368,-819.5
1556,2710.6,3264,553.4
1610,3940.4,2937,-1003.4
1662,2811.0,2863,52.0
1722,2560.0,4117,1557.0
1768,3764.7,3423,-341.7
1820,2509.8,3778,1268.2
1869,3940.4,4365,424.6
1924,3413.3,3151,-262.3
1975,2560.0,4040,1480.0
2035,3840.0,3836,-4.0
2081,2986.7,3546,559.3
2130,2886.3,4617,1730.7
2180,3890.2,3401,-489.2
2230,2359.2,4202,1842.8
2282,3840.0,4150,310.0
2333,2986.7,3471,484.3
2385,2886.3,4604,1717.7
2448,4015.7,3804,-211.7
2492,2635.3,4197,1561.7
2542,3312.9,4771,1458.1
2590,3589.0,3519,-70.0
2640,2459.6,4758,2298.4
2690,4015.7,3962,-53.7
2741,2635.3,3965,1329.7
2792,3312.9,4735,1422.1
2847,3589.0,3307,-282.0
2904,2409.4,3942,1532.6
2950,3689.4,3770,80.6
3002,3187.5,3025,-162.5
3045,3312.9,4247,934.1
3104,3990.6,3136,-854.6
3146,2459.6,3815,1355.4
3200,3689.4,3860,170.6
3260,3764.7,2312,-1452.7
3317,2384.3,3131,746.7
3364,3940.4,2732,-1208.4
3414,2811.0,2326,-485.0
3474,2560.0,3639,1079.0
3521,4040.8,2641,-1399.8
3567,2384.3,3079,694.7
3622,3513.7,3486,-27.7
3668,2811.0,2554,-257.0
3726,2560.0,3427,867.0
3781,3840.0,2910,-930.0
3825,2509.8,2448,-61.8
3874,3513.7,3336,-177.7
3935,3890.2,2117,-1773.2
3975,2560.0,3044,484.0
4036,3840.0,2997,-843.0
4084,2986.7,2550,-436.7
4135,2886.3,3632,745.7
4185,3890.2,2615,-1275.2
4242,2635.3,2769,133.7
4285,3840.0,3366,-474.0
4340,3589.0,2274,-1315.0
4389,2886.3,3474,587.7
4440,4015.7,2899,-1116.7
4488,2359.2,3141,781.8
4540,3312.9,3773,460.1
4592,3589.0,2485,-1104.0
4649,2459.6,3212,752.4
4700,3689.4,3316,-373.4
4746,2635.3,2466,-169.3
4799,3312.9,3806,493.1
4861,3940.4,2667,-1273.4
4904,2409.4,3288,878.6
4953,3689.4,3571,-118.4
5000,3187.5,2700,-487.5
5055,2710.6,3770,1059.4
5105,3990.6,2960,-1030.6
5156,2409.4,2775,365.6
5212,3087.1,3384,296.9
5266,3764.7,1812,-1952.7
5314,2384.3,2945,560.7
5364,3940.4,2621,-1319.4
5411,2811.0,2214,-597.0
5460,3087.1,3271,183.9
5514,3764.7,2276,-1488.7
5565,2384.3,3078,693.7
5615,3940.4,3110,-830.4
5671,3413.3,2285,-1128.3
5730,2359.2,3244,884.8
5777,4040.8,2606,-1434.8
5829,2509.8,2216,-293.8
5879,3513.7,3371,-142.7
5930,3890.2,2198,-1692.2
5982,2359.2,3023,663.8
6030,3840.0,3001,-839.0
6082,2986.7,2681,-305.7
6132,2886.3,3618,731.7
6182,3890.2,2332,-1558.2
6232,2359.2,3083,723.8
6281,3840.0,3071,-769.0
6340,3589.0,2494,-1095.0
6384,2886.3,3190,303.7
6442,4015.7,2272,-1743.7
6494,2635.3,3144,508.7
6542,3312.9,3759,446.1
6592,3589.0,2535,-1054.0
6639,2886.3,3676,789.7
6694,4015.7,2998,-1017.7
6744,2635.3,3018,382.7
6794,3312.9,3856,543.1
6850,3990.6,2977,-1013.6
6902,2409.4,3508,1098.6
6950,3689.4,3883,193.6
7000,3212.5,2964,-248.5
7054,2710.6,3967,1256.4
7108,3990.6,3304,-686.6
7154,2409.4,3096,686.6
7204,3689.4,3844,154.6
7262,3764.7,2509,-1255.7
7309,2710.6,3580,869.4
7359,3990.6,3012,-978.6
7410,2811.0,2584,-227.0
7460,3087.1,3597,509.9
7510,3764.7,2410,-1354.7
7560,2384.3,3300,915.7
7610,3940.4,2720,-1220.4
7664,2811.0,2099,-712.0
7713,3087.1,3162,74.9
7763,3764.7,2127,-1637.7
7814,2384.3,2957,572.7
7869,3940.4,3101,-839.4
7917,2811.0,2035,-776.0
7980,2359.2,3074,714.8
8023,2635.3,1850,-785.3
8073,2635.3,1861,-774.3
8123,2635.3,1879,-756.3
