play_ms,cmd_steps,enc_steps,err_steps
31,5646.6,5570,-76.6
47,5646.6,5574,-72.6
76,5516.3,5641,124.7
101,5429.4,5558,128.6
126,5516.3,5429,-87.3
152,5646.6,5453,-193.6
182,5559.7,5592,32.3
208,5472.8,5567,94.2
239,5472.8,5418,-54.8
262,5603.2,5388,-215.2
292,5603.2,5496,-107.2
314,5516.3,5537,20.7
347,5429.4,5443,13.6
371,5559.7,5349,-210.7
400,5646.6,5422,-224.6
430,5516.3,5509,-7.3
461,5429.4,5462,32.6
475,5472.8,5410,-62.8
513,5646.6,5402,-244.6
527,5646.6,5467,-179.6
567,5472.8,5571,98.2
582,5429.4,5527,97.6
615,5603.2,5396,-207.2
638,5646.6,5455,-191.6
676,5472.8,5594,121.2
691,5429.4,5562,132.6
736,5603.2,5366,-237.2
749,5646.6,5427,-219.6
786,5516.3,5597,80.7
801,5429.4,5573,143.6
1141,5429.4,5409,-20.4
1154,5472.8,5356,-116.8
1195,5646.6,5362,-284.6
1218,5603.2,5426,-177.2
1255,5429.4,5552,122.6
1269,5472.8,5469,-3.8
1307,5646.6,5433,-213.6
1322,5603.2,5528,-75.2
1350,5429.4,5613,183.6
1369,5429.4,5561,131.6
1404,5646.6,5467,-179.6
1433,5559.7,5592,32.3
1471,5429.4,5576,146.6
1483,5472.8,5496,23.2
1520,5646.6,5486,-160.6
1536,5603.2,5552,-51.2
1574,5429.4,5531,101.6
1596,5516.3,5455,-61.3
1627,5646.6,5493,-153.6
1654,5516.3,5607,90.7
1684,5429.4,5567,137.6
1710,5603.2,5503,-100.2
1741,5603.2,5587,-16.2
1763,5472.8,5683,210.2
1792,5472.8,5627,154.2
1820,5646.6,5596,-50.6
1846,5603.2,5708,104.8
1882,5429.4,5674,244.6
1904,5559.7,5553,-6.7
1934,5646.6,5604,-42.6
1959,5516.3,5689,172.7
1986,5429.4,5616,186.6
2013,5603.2,5523,-80.2
2046,5603.2,5577,-26.2
2071,5429.4,5623,193.6
2096,5472.8,5496,23.2
2120,5646.6,5435,-211.6
2140,5603.2,5550,-53.2
