play_ms,cmd_steps,enc_steps,err_steps
25,3212.5,3205,-7.5
63,3438.4,3288,-150.4
116,3915.3,3679,-236.3
162,4141.2,4046,-95.2
215,4542.7,4387,-155.7
262,4743.5,4669,-74.5
316,5069.8,4967,-102.8
362,5195.3,5165,-30.3
418,5371.0,5332,-39.0
463,5421.2,5423,1.8
515,5421.2,5474,52.8
563,5371.0,5457,86.0
615,5170.2,5326,155.8
663,5019.6,5123,103.4
715,4618.0,4806,188.0
761,4392.2,4501,108.8
821,3840.0,4076,236.0
862,3563.9,3678,114.1
916,2961.6,3236,274.4
962,2660.4,2779,118.6
1015,2083.1,2296,212.9
1063,1832.2,1907,74.8
1115,1380.4,1533,152.6
1163,1204.7,1243,38.3
1218,1003.9,1023,19.1
1263,953.7,941,-12.7
1317,1029.0,923,-106.0
1367,1305.1,1041,-264.1
1416,1505.9,1291,-214.9
1465,1756.9,1639,-117.9
1517,2334.1,2073,-261.1
1567,3036.9,2574,-462.9
1624,3388.2,3186,-202.2
1671,4091.0,3687,-404.0
1719,4417.3,4207,-210.3
1770,4944.3,4673,-271.3
1822,5170.2,5058,-112.2
1879,5421.2,5336,-85.2
1921,5446.3,5473,26.7
1969,5295.7,5479,183.3
2025,5145.1,5321,175.9
2074,4643.1,5003,359.9
2123,4316.9,4565,248.1
2179,3563.9,4023,459.1
2224,3162.4,3422,259.6
2277,2359.2,2811,451.8
2324,1982.7,2202,219.3
2381,1380.4,1675,294.6
2424,1179.6,1270,90.4
2481,953.7,1018,64.3
2525,978.8,931,-47.8
2578,1254.9,1006,-248.9
2625,1505.9,1313,-192.9
2677,2183.5,1768,-415.5
2725,2610.2,2362,-248.2
2781,3488.6,3009,-479.6
2825,3940.4,3714,-226.4
2878,4718.4,4354,-364.4
2924,5019.6,4896,-123.6
2980,5396.1,5285,-111.1
3025,5446.3,5478,31.7
3078,5245.5,5489,243.5
3124,4994.5,5243,248.5
3177,4291.8,4793,501.2
3226,3840.0,4142,302.0
3281,2886.3,3422,535.7
3324,2409.4,2707,297.6
3381,1581.2,1995,413.8
3424,1280.0,1427,147.0
3478,978.8,1066,87.2
3528,978.8,947,-31.8
3582,1330.2,1050,-280.2
3629,1656.5,1469,-187.5
3682,2560.0,2130,-430.0
3730,3062.0,2853,-209.0
3783,4091.0,3707,-384.0
3829,4542.7,4402,-140.7
3882,5220.4,5045,-175.4
3933,5396.1,5400,3.9
3984,5345.9,5504,158.1
4034,4818.8,5304,485.2
4084,4392.2,4812,419.8
4133,3890.2,4097,206.8
4184,2785.9,3248,462.1
4234,1782.0,2395,613.0
4284,1380.4,1665,284.6
4334,978.8,1146,167.2
4383,978.8,931,-47.8
4434,1430.6,1004,-426.6
4484,1832.2,1447,-385.2
4534,2911.4,2149,-762.4
4584,3488.6,3015,-473.6
4632,4065.9,3896,-169.9
4683,4994.5,4705,-289.5
4736,5421.2,5271,-150.2
4784,5396.1,5507,110.9
4833,5220.4,5398,177.6
4883,4442.4,4907,464.6
4934,3262.7,4133,870.3
4983,2660.4,3197,536.6
5035,1581.2,2263,681.8
5084,1229.8,1478,248.2
5133,1003.9,1034,30.1
5185,1104.3,943,-161.3
5234,1882.4,1246,-636.4
5285,2434.5,1945,-489.5
5335,3714.5,2851,-863.5
5383,4316.9,3849,-467.9
5434,5195.3,4742,-453.3
5485,5421.2,5321,-100.2
5535,5245.5,5500,254.5
5585,4869.0,5268,399.0
5634,3739.6,4600,860.4
5685,3062.0,3651,589.0
5735,1807.1,2621,813.9
5786,1355.3,1680,324.7
5834,953.7,1102,148.3
5884,1079.2,916,-163.2
5949,1882.4,1330,-552.4
5985,2509.8,1963,-546.8
6035,3890.2,2969,-921.2
6085,4517.6,4040,-477.6
6134,5345.9,4921,-424.9
6186,5446.3,5444,-2.3
6234,4969.4,5458,488.6
6285,4442.4,4947,504.6
6336,3062.0,4019,957.0
6385,2359.2,2926,566.8
6436,1254.9,1864,609.1
6486,1003.9,1124,120.1
6537,1204.7,928,-276.7
6586,1631.4,1188,-443.4
6635,2961.6,1988,-973.6
6686,3714.5,3098,-616.5
6735,4969.4,4208,-761.4
6785,5320.8,5099,-221.8
6836,5295.7,5472,176.3
6885,4894.1,5329,434.9
6936,3589.0,4534,945.0
6986,2811.0,3452,641.0
7036,1480.8,2310,829.2
7086,1104.3,1353,248.7
7136,1104.3,943,-161.3
7185,1505.9,1100,-405.9
7236,2886.3,1899,-987.3
7286,3664.3,3025,-639.3
7335,4994.5,4217,-777.5
7385,5345.9,5144,-201.9
7436,5220.4,5471,250.6
7486,4743.5,5235,491.5
7535,3262.7,4334,1071.3
7585,2459.6,3138,678.4
7635,1229.8,1944,714.2
7686,978.8,1110,131.2
7735,1380.4,949,-431.4
7787,2007.8,1448,-559.8
7837,3614.1,2540,-1074.1
7886,4392.2,3798,-594.2
7937,5371.0,4912,-459.0
7988,5421.2,5480,58.8
8037,4567.8,5326,758.2
8087,3814.9,4480,665.1
8136,2133.3,3263,1129.7
8187,1455.7,1983,527.3
8237,978.8,1137,158.2
8287,1229.8,978,-251.8
8337,2560.0,1591,-969.0
8387,3438.4,2775,-663.4
8437,4944.3,4096,-848.3
8488,5371.0,5165,-206.0
8537,5120.0,5504,384.0
8587,4517.6,5113,595.4
8636,2811.0,4021,1210.0
8688,1957.6,2622,664.4
8737,1003.9,1491,487.1
8788,1029.0,979,-50.0
8838,2108.2,1268,-840.2
8888,2986.7,2327,-659.7
8946,4693.3,3728,-965.3
8988,5245.5,4925,-320.5
9042,5245.5,5493,247.5
9089,4693.3,5198,504.7
9136,2936.5,4159,1222.5
9188,2058.0,2735,677.0
9242,1003.9,1509,505.1
9288,1029.0,974,-55.0
9337,2183.5,1313,-870.5
9388,3112.2,2440,-672.2
9444,4843.9,3898,-945.9
9487,5345.9,5083,-262.9
9544,5094.9,5514,419.1
9588,4392.2,5008,615.8
9637,2509.8,3758,1248.2
9689,1656.5,2283,626.5
9742,953.7,1191,237.3
9789,1254.9,974,-280.9
9844,2836.1,1753,-1083.1
9888,3840.0,3143,-697.0
9942,5270.6,4620,-650.6
9989,5446.3,5450,3.7
10045,4442.4,5338,895.6
10089,3513.7,4248,734.3
10145,1631.4,2733,1101.6
10189,1079.2,1445,365.8
10239,1330.2,960,-370.2
10297,2083.1,1620,-463.1
10338,4091.0,2782,-1309.0
10388,4919.2,4321,-598.2
10442,5371.0,5312,-59.0
10488,4894.1,5296,401.9
10543,3011.8,4241,1229.2
10589,2032.9,2686,653.1
10638,953.7,1374,420.3
10689,1154.5,829,-325.5
10738,2735.7,1488,-1247.7
10789,3814.9,2926,-888.9
10844,5320.8,4439,-881.8
10887,5421.2,5288,-133.2
10945,4166.3,5038,871.7
10989,3112.2,3757,644.8
11045,1305.1,2152,846.9
11089,953.7,995,41.3
11137,1832.2,878,-954.2
11189,2836.1,1924,-912.1
11242,4843.9,3560,-1283.9
11289,5371.0,4895,-476.0
11342,4818.8,5298,479.2
11388,3890.2,4479,588.8
11445,1782.0,2871,1089.0
11489,1104.3,1394,289.7
11542,1405.5,793,-612.5
11590,2283.9,1458,-825.9
11644,4442.4,3005,-1437.4
11689,5195.3,4575,-620.3
11743,5094.9,5336,241.1
11789,4266.7,4792,525.3
11844,2058.0,3280,1222.0
11887,1254.9,1697,442.1
11938,1254.9,815,-439.9
11989,2083.1,1232,-851.1
12039,2083.1,1787,-296.1
12088,2083.1,1813,-270.1
12137,2083.1,1829,-254.1
