play_ms,cmd_steps,enc_steps,err_steps
25,3212.5,3208,-4.5
62,3513.7,3322,-191.7
116,4116.1,3836,-280.1
166,4417.3,4313,-104.3
216,4994.5,4776,-218.5
266,5245.5,5181,-64.5
316,5672.2,5528,-144.2
366,5847.8,5816,-31.8
422,6048.6,6026,-22.6
470,6048.6,6094,45.4
520,5973.3,6088,114.7
571,5672.2,5938,265.8
620,5421.2,5649,227.8
674,4793.7,5209,415.3
720,4392.2,4704,311.8
769,3538.8,4087,548.2
825,3087.1,3325,237.9
876,2158.4,2679,520.6
921,1731.8,1986,254.2
978,1003.9,1365,361.1
1020,702.7,867,164.3
1079,351.4,487,135.6
1122,326.3,299,-27.3
1172,527.1,299,-228.1
1225,778.0,549,-229.0
1277,1505.9,987,-518.9
1322,2007.8,1644,-363.8
1376,3112.2,2437,-675.2
1422,3689.4,3311,-378.4
1478,4768.6,4170,-598.6
1521,5245.5,4958,-287.5
1578,5898.0,5608,-290.0
1625,6048.6,6015,-33.6
1678,5948.2,6108,159.8
1722,5697.3,5944,246.7
1774,4843.9,5439,595.1
1822,4266.7,4666,399.3
1876,2936.5,3714,777.5
1922,2283.9,2685,401.1
1978,1129.4,1707,577.6
2025,702.7,921,218.3
2076,326.3,395,68.7
2122,401.6,261,-140.6
2176,1054.1,491,-563.1
2221,1606.3,1144,-462.3
2270,3011.8,2098,-913.8
2322,3764.7,3255,-509.7
2378,5120.0,4369,-751.0
2425,5622.0,5363,-259.0
2476,6073.7,5938,-135.7
2521,5973.3,6100,126.7
2576,5145.1,5782,636.9
2622,4492.5,4982,489.5
2676,2861.2,3828,966.8
2724,2058.0,2511,453.0
2772,778.0,1361,583.0
2827,426.7,491,64.3
2883,476.9,230,-246.9
2930,878.4,562,-316.4
2983,2309.0,1527,-782.0
3030,3187.5,2760,-427.5
3083,4894.1,4209,-685.1
3130,5546.7,5289,-257.7
3183,6073.7,6005,-68.7
3229,5898.0,6036,138.0
3283,4718.4,5338,619.6
3333,3840.0,4130,290.0
3383,1932.5,2667,734.5
3433,1154.5,1324,169.5
3483,326.3,401,74.7
3534,853.3,238,-615.3
